#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Nnp-1	CG32409	3228921	3227244	7227.FBpp0080052	7227.FBpp0076738	0	0	0	0	0.946	0.050	0.540	0	0.974
CG32409	Nmd3	3227244	3224020	7227.FBpp0076738	7227.FBpp0070409	0	0	0	0	0.918	0.136	0	0.671	0.974
CG2691	CG4554	3225701	3224719	7227.FBpp0073679	7227.FBpp0071744	0	0	0	0	0.905	0.116	0	0.716	0.974
Aatf	CG7728	3228359	3226390	7227.FBpp0078929	7227.FBpp0075034	0	0	0	0	0.889	0.335	0	0.682	0.974
l(2)09851	CG13096	3231685	3228528	7227.FBpp0085379	7227.FBpp0079306	0	0	0	0	0.968	0	0	0.214	0.974
CG9799	Aatf	3230047	3228359	7227.FBpp0082231	7227.FBpp0078929	0	0	0	0	0.874	0.731	0	0.264	0.973
NHP2	CG13096	3237470	3228528	7227.FBpp0305289	7227.FBpp0079306	0	0	0	0	0.956	0.379	0	0.097	0.973
CG13096	CG7338	3228528	3227894	7227.FBpp0079306	7227.FBpp0077998	0	0	0	0	0.955	0	0	0.417	0.972
CG5033	Nmd3	3233132	3224020	7227.FBpp0088519	7227.FBpp0070409	0	0	0	0	0.921	0	0	0.664	0.972
l(1)G0004	pen	3227373	3227340	7227.FBpp0076990	7227.FBpp0076918	0	0	0	0	0.960	0.332	0	0	0.972
CG5589	CG11417	3226341	3223926	7227.FBpp0074936	7227.FBpp0070205	0	0	0	0	0.912	0.701	0	0	0.972
CG12050	RIOK2	3234323	3231069	7227.FBpp0113107	7227.FBpp0084191	0	0	0	0	0.739	0	0.900	0.046	0.972
CG5589	Fib	3226341	3224793	7227.FBpp0074936	7227.FBpp0071892	0	0.168	0	0	0.577	0.047	0.900	0.304	0.972
CG1542	Aatf	3231566	3228359	7227.FBpp0085119	7227.FBpp0078929	0	0	0	0	0.903	0.723	0	0	0.972
Nop60B	CG30349	3233535	3232826	7227.FBpp0099583	7227.FBpp0087731	0	0	0	0	0.937	0.047	0	0.558	0.971
Nnp-1	CG7338	3228921	3227894	7227.FBpp0080052	7227.FBpp0077998	0	0	0	0	0.940	0	0.540	0	0.971
CG12325	l(2)09851	3232662	3231685	7227.FBpp0087322	7227.FBpp0085379	0	0	0	0	0.912	0	0	0.687	0.971
CG5728	CG8939	3230983	3225845	7227.FBpp0084016	7227.FBpp0073943	0	0	0	0	0.954	0.045	0	0.396	0.971
NHP2	CG7728	3237470	3226390	7227.FBpp0305289	7227.FBpp0075034	0	0	0	0	0.888	0.356	0	0.625	0.970
Nopp140	pit	3237391	3230741	7227.FBpp0305034	7227.FBpp0083572	0	0	0	0	0.942	0.138	0	0.447	0.970
Mys45A	Nmd3	3232816	3224020	7227.FBpp0087709	7227.FBpp0070409	0	0	0	0	0.905	0.148	0	0.662	0.970
l(2)09851	CG11583	3231685	3225400	7227.FBpp0085379	7227.FBpp0073098	0	0	0	0	0.962	0	0	0.251	0.970
CG12325	CG2691	3232662	3225701	7227.FBpp0087322	7227.FBpp0073679	0	0	0	0	0.930	0.100	0	0.559	0.970
CG1234	CG32344	3229452	3225102	7227.FBpp0081117	7227.FBpp0072475	0	0	0	0	0.926	0.498	0	0.227	0.969
pit	Rtc1	3230741	3225685	7227.FBpp0083572	7227.FBpp0073651	0	0	0	0	0.910	0	0	0.673	0.969
Aatf	l(1)G0004	3228359	3227373	7227.FBpp0078929	7227.FBpp0076990	0	0	0	0	0.881	0.459	0	0.566	0.969
Nopp140	CG8545	3237391	3232509	7227.FBpp0305034	7227.FBpp0087045	0	0	0	0	0.965	0.152	0	0.046	0.969
Dbp45A	Nmd3	3232790	3224020	7227.FBpp0087645	7227.FBpp0070409	0	0	0	0	0.884	0.051	0	0.746	0.969
CG10576	CG32409	3227292	3227244	7227.FBpp0076827	7227.FBpp0076738	0	0	0	0	0.912	0.664	0	0	0.969
CG5033	CG32344	3233132	3225102	7227.FBpp0088519	7227.FBpp0072475	0	0	0	0	0.957	0.163	0	0.217	0.969
CG5589	CG4554	3226341	3224719	7227.FBpp0074936	7227.FBpp0071744	0	0	0	0	0.503	0	0.900	0.414	0.968
Nop60B	CG12325	3233535	3232662	7227.FBpp0099583	7227.FBpp0087322	0	0	0	0	0.911	0.258	0	0.558	0.968
Aatf	CG7338	3228359	3227894	7227.FBpp0078929	7227.FBpp0077998	0	0	0	0	0.892	0.069	0	0.708	0.968
CG9253	Nnp-1	3229393	3228921	7227.FBpp0080997	7227.FBpp0080052	0	0	0	0	0.964	0.140	0	0.069	0.968
CG13096	CG1785	3228528	3224439	7227.FBpp0079306	7227.FBpp0071193	0	0	0	0	0.925	0.440	0	0.304	0.968
Nopp140	CG5728	3237391	3230983	7227.FBpp0305034	7227.FBpp0084016	0	0	0	0	0.968	0	0	0	0.968
NHP2	Nopp140	3237470	3237391	7227.FBpp0305289	7227.FBpp0305034	0	0	0	0	0.905	0.189	0	0.619	0.968
CG5589	CG2691	3226341	3225701	7227.FBpp0074936	7227.FBpp0073679	0	0	0	0	0.910	0	0	0.660	0.968
nclb	Nnp-1	3232663	3228921	7227.FBpp0087323	7227.FBpp0080052	0	0	0	0	0.904	0	0	0.688	0.968
CG9143	CG8939	3231810	3225845	7227.FBpp0085616	7227.FBpp0073943	0	0	0	0	0.943	0.438	0	0.071	0.967
pit	CG11417	3230741	3223926	7227.FBpp0083572	7227.FBpp0070205	0	0	0	0	0.881	0.725	0	0.070	0.967
Nop60B	CG5589	3233535	3226341	7227.FBpp0099583	7227.FBpp0074936	0	0	0	0	0.888	0	0	0.717	0.967
CG10576	CG2691	3227292	3225701	7227.FBpp0076827	7227.FBpp0073679	0	0	0	0	0.883	0.050	0	0.727	0.967
Nop60B	CG7338	3233535	3227894	7227.FBpp0099583	7227.FBpp0077998	0	0	0	0	0.891	0	0	0.701	0.966
nop5	Nmd3	3228392	3224020	7227.FBpp0078997	7227.FBpp0070409	0	0	0	0	0.943	0.136	0	0.365	0.966
ppan	CG13096	3230664	3228528	7227.FBpp0083415	7227.FBpp0079306	0	0	0	0	0.909	0.628	0	0.093	0.966
nclb	CG5728	3232663	3230983	7227.FBpp0087323	7227.FBpp0084016	0	0	0	0	0.914	0.317	0	0.470	0.966
nop5	Aatf	3228392	3228359	7227.FBpp0078997	7227.FBpp0078929	0	0	0	0	0.896	0.613	0	0.231	0.966
Nop56	CG10576	3230765	3227292	7227.FBpp0083625	7227.FBpp0076827	0	0	0	0	0.947	0	0	0.387	0.966
RIOK2	CG9253	3231069	3229393	7227.FBpp0084191	7227.FBpp0080997	0	0	0	0	0.658	0.049	0.900	0.071	0.965
CG9253	Rtc1	3229393	3225685	7227.FBpp0080997	7227.FBpp0073651	0	0	0	0	0.659	0	0.900	0.068	0.965
CG5728	Nmd3	3230983	3224020	7227.FBpp0084016	7227.FBpp0070409	0	0	0	0	0.877	0	0	0.728	0.965
CG5033	nclb	3233132	3232663	7227.FBpp0088519	7227.FBpp0087323	0	0	0	0	0.941	0	0	0.443	0.965
CG5114	CG32409	3236629	3227244	7227.FBpp0301081	7227.FBpp0076738	0	0	0	0	0.928	0	0.540	0	0.965
pen	CG12301	3227340	3226533	7227.FBpp0076918	7227.FBpp0075317	0	0	0	0	0.905	0.638	0	0	0.964
CG13097	Nmd3	3228527	3224020	7227.FBpp0079305	7227.FBpp0070409	0	0	0	0	0.876	0	0	0.722	0.964
CG5728	CG1234	3230983	3229452	7227.FBpp0084016	7227.FBpp0081117	0	0	0	0	0.942	0	0	0.416	0.964
CG7728	Nmd3	3226390	3224020	7227.FBpp0075034	7227.FBpp0070409	0	0	0	0	0.880	0	0	0.717	0.964
CG7728	CG8939	3226390	3225845	7227.FBpp0075034	7227.FBpp0073943	0	0	0	0	0.962	0	0	0.104	0.964
Rtc1	CG11583	3225685	3225400	7227.FBpp0073651	7227.FBpp0073098	0	0	0	0	0.943	0	0	0.389	0.964
Csl4	Fib	3228793	3224793	7227.FBpp0079813	7227.FBpp0071892	0	0	0	0	0.637	0	0.900	0.096	0.964
l(1)G0004	CG2691	3227373	3225701	7227.FBpp0076990	7227.FBpp0073679	0	0	0	0	0.864	0.100	0	0.734	0.964
l(2)09851	pen	3231685	3227340	7227.FBpp0085379	7227.FBpp0076918	0	0	0	0	0.956	0	0	0.220	0.964
Dbp45A	Fib	3232790	3224793	7227.FBpp0087645	7227.FBpp0071892	0	0.004	0	0	0.305	0.166	0.900	0.442	0.963
Nop60B	CG32409	3233535	3227244	7227.FBpp0099583	7227.FBpp0076738	0	0	0	0	0.959	0.139	0	0	0.963
CG8545	RpI1	3232509	3232310	7227.FBpp0087045	7227.FBpp0086640	0.055	0	0	0	0.934	0.046	0	0.454	0.963
CG8545	CG2691	3232509	3225701	7227.FBpp0087045	7227.FBpp0073679	0	0	0	0	0.962	0	0	0.055	0.963
nclb	CG9143	3232663	3231810	7227.FBpp0087323	7227.FBpp0085616	0	0	0	0	0.894	0.649	0	0.095	0.963
l(2)09851	Fib	3231685	3224793	7227.FBpp0085379	7227.FBpp0071892	0	0	0	0	0.962	0	0	0.076	0.963
l(2)09851	Nmd3	3231685	3224020	7227.FBpp0085379	7227.FBpp0070409	0	0	0	0	0.918	0	0	0.567	0.963
pen	CG7728	3227340	3226390	7227.FBpp0076918	7227.FBpp0075034	0	0	0	0	0.963	0	0	0	0.963
nclb	Nop56	3232663	3230765	7227.FBpp0087323	7227.FBpp0083625	0	0	0	0	0.951	0.266	0	0	0.962
Mys45A	CG2691	3232816	3225701	7227.FBpp0087709	7227.FBpp0073679	0	0	0	0	0.933	0	0	0.465	0.962
CG12325	CG8545	3232662	3232509	7227.FBpp0087322	7227.FBpp0087045	0	0	0	0	0.961	0.047	0	0.068	0.962
Nopp140	CG11583	3237391	3225400	7227.FBpp0305034	7227.FBpp0073098	0	0	0	0	0.942	0.151	0	0.292	0.962
CG7728	CG32344	3226390	3225102	7227.FBpp0075034	7227.FBpp0072475	0	0	0	0	0.944	0.135	0	0.275	0.962
ppan	CG8939	3230664	3225845	7227.FBpp0083415	7227.FBpp0073943	0	0	0	0	0.921	0	0.540	0	0.962
CG1234	CG7338	3229452	3227894	7227.FBpp0081117	7227.FBpp0077998	0	0	0	0	0.962	0	0	0	0.962
l(2)09851	CG7006	3231685	3231013	7227.FBpp0085379	7227.FBpp0084082	0	0	0	0	0.960	0	0	0.099	0.962
CG12325	Surf6	3232662	3230594	7227.FBpp0087322	7227.FBpp0083263	0	0	0	0	0.883	0	0	0.692	0.962
CG9253	CG32409	3229393	3227244	7227.FBpp0080997	7227.FBpp0076738	0	0	0	0	0.955	0.166	0	0	0.961
Nop60B	CG7728	3233535	3226390	7227.FBpp0099583	7227.FBpp0075034	0	0	0	0	0.901	0.053	0	0.617	0.961
Nop60B	ppan	3233535	3230664	7227.FBpp0099583	7227.FBpp0083415	0	0	0	0	0.837	0.527	0	0.541	0.961
CG11180	CG32344	3231781	3225102	7227.FBpp0085566	7227.FBpp0072475	0	0	0	0	0.912	0.128	0	0.540	0.961
Nop60B	CG7006	3233535	3231013	7227.FBpp0099583	7227.FBpp0084082	0	0	0	0	0.948	0	0	0.283	0.961
nclb	CG11583	3232663	3225400	7227.FBpp0087323	7227.FBpp0073098	0	0	0	0	0.918	0.100	0	0.521	0.961
Nop60B	CG13773	3233535	3228394	7227.FBpp0099583	7227.FBpp0079000	0	0	0	0	0.882	0.613	0	0.212	0.961
Surf6	CG8939	3230594	3225845	7227.FBpp0083263	7227.FBpp0073943	0	0	0	0	0.927	0.433	0	0.136	0.961
CG9143	CG32344	3231810	3225102	7227.FBpp0085616	7227.FBpp0072475	0	0	0.444	0.593	0.927	0.103	0	0.787	0.961
pit	l(1)G0004	3230741	3227373	7227.FBpp0083572	7227.FBpp0076990	0	0	0	0	0.901	0.162	0	0.566	0.961
CG5033	CG9253	3233132	3229393	7227.FBpp0088519	7227.FBpp0080997	0	0	0	0	0.952	0.163	0	0.071	0.960
CG5728	CG12499	3230983	3230802	7227.FBpp0084016	7227.FBpp0083688	0	0	0	0	0.911	0.100	0	0.548	0.960
Nop60B	CG11417	3233535	3223926	7227.FBpp0099583	7227.FBpp0070205	0	0	0	0	0.889	0.389	0	0.457	0.960
Mys45A	CG8939	3232816	3225845	7227.FBpp0087709	7227.FBpp0073943	0	0	0	0	0.959	0	0	0.048	0.959
CG30349	CG32344	3232826	3225102	7227.FBpp0087731	7227.FBpp0072475	0	0	0	0	0.958	0.047	0	0	0.959
Nop60B	nclb	3233535	3232663	7227.FBpp0099583	7227.FBpp0087323	0	0	0	0	0.935	0.389	0	0.046	0.959
CG5728	CG32344	3230983	3225102	7227.FBpp0084016	7227.FBpp0072475	0	0	0	0	0.941	0.190	0	0.194	0.958
CG7006	CG1234	3231013	3229452	7227.FBpp0084082	7227.FBpp0081117	0	0	0	0	0.876	0.666	0	0.079	0.958
RpI1	CG2691	3232310	3225701	7227.FBpp0086640	7227.FBpp0073679	0	0	0	0	0.958	0	0	0	0.958
Mys45A	CG9253	3232816	3229393	7227.FBpp0087709	7227.FBpp0080997	0	0	0	0	0.958	0	0	0	0.958
ppan	pen	3230664	3227340	7227.FBpp0083415	7227.FBpp0076918	0	0	0	0	0.938	0.339	0	0	0.957
CG8545	Fib	3232509	3224793	7227.FBpp0087045	7227.FBpp0071892	0	0	0	0	0.854	0.389	0	0.556	0.957
CG9143	CG5589	3231810	3226341	7227.FBpp0085616	7227.FBpp0074936	0	0	0.443	0.583	0.928	0.100	0	0.559	0.957
CG1542	CG10576	3231566	3227292	7227.FBpp0085119	7227.FBpp0076827	0	0	0	0	0.875	0.070	0	0.662	0.957
CG9799	CG2691	3230047	3225701	7227.FBpp0082231	7227.FBpp0073679	0	0	0	0	0.930	0	0	0.411	0.957
CG30349	CG8939	3232826	3225845	7227.FBpp0087731	7227.FBpp0073943	0	0	0	0	0.954	0	0	0.096	0.957
Nopp140	Nnp-1	3237391	3228921	7227.FBpp0305034	7227.FBpp0080052	0	0	0	0	0.943	0.050	0	0.277	0.957
pen	Nmd3	3227340	3224020	7227.FBpp0076918	7227.FBpp0070409	0	0	0	0	0.923	0.134	0	0.400	0.957
CG9143	CG1785	3231810	3224439	7227.FBpp0085616	7227.FBpp0071193	0	0	0	0	0.907	0.052	0	0.558	0.957
NHP2	CG5728	3237470	3230983	7227.FBpp0305289	7227.FBpp0084016	0	0	0	0	0.921	0.246	0	0.341	0.957
Nop56	Csl4	3230765	3228793	7227.FBpp0083625	7227.FBpp0079813	0	0	0	0	0.577	0.046	0.900	0.064	0.957
Nop60B	CG9143	3233535	3231810	7227.FBpp0099583	7227.FBpp0085616	0.071	0	0	0	0.764	0.818	0	0.071	0.957
CG9253	pen	3229393	3227340	7227.FBpp0080997	7227.FBpp0076918	0	0	0	0	0.948	0.183	0	0	0.956
CG8545	CG7728	3232509	3226390	7227.FBpp0087045	7227.FBpp0075034	0	0	0	0	0.942	0.258	0	0.063	0.956
RIOK2	CG12301	3231069	3226533	7227.FBpp0084191	7227.FBpp0075317	0	0	0	0	0.553	0	0.900	0.078	0.955
Mys45A	CG7338	3232816	3227894	7227.FBpp0087709	7227.FBpp0077998	0	0	0	0	0.952	0	0	0.111	0.955
CG9799	Nmd3	3230047	3224020	7227.FBpp0082231	7227.FBpp0070409	0	0	0	0	0.955	0	0	0	0.955
mod	nop5	3231626	3228392	7227.FBpp0085233	7227.FBpp0078997	0	0	0	0	0.955	0	0	0	0.955
CG1542	Nmd3	3231566	3224020	7227.FBpp0085119	7227.FBpp0070409	0	0	0	0	0.886	0	0	0.615	0.954
Surf6	CG13096	3230594	3228528	7227.FBpp0083263	7227.FBpp0079306	0	0	0	0	0.817	0.421	0.540	0.178	0.954
CG32409	Rtc1	3227244	3225685	7227.FBpp0076738	7227.FBpp0073651	0	0	0	0	0.953	0	0	0.065	0.954
Nop60B	CG1542	3233535	3231566	7227.FBpp0099583	7227.FBpp0085119	0	0	0	0	0.926	0.389	0	0.061	0.954
CG13773	CG32409	3228394	3227244	7227.FBpp0079000	7227.FBpp0076738	0	0	0	0	0.953	0	0	0	0.953
RpI1	CG4554	3232310	3224719	7227.FBpp0086640	7227.FBpp0071744	0	0	0	0	0.953	0	0	0.045	0.953
l(2)09851	Nnp-1	3231685	3228921	7227.FBpp0085379	7227.FBpp0080052	0	0	0	0	0.952	0.050	0	0	0.953
CG9143	CG32409	3231810	3227244	7227.FBpp0085616	7227.FBpp0076738	0	0	0	0	0.946	0.166	0	0	0.953
nclb	CG13096	3232663	3228528	7227.FBpp0087323	7227.FBpp0079306	0	0	0	0	0.910	0.336	0	0.283	0.953
pit	ppan	3230741	3230664	7227.FBpp0083572	7227.FBpp0083415	0	0	0	0	0.792	0.719	0	0.249	0.952
CG12301	CG2691	3226533	3225701	7227.FBpp0075317	7227.FBpp0073679	0	0	0	0	0.897	0	0	0.556	0.952
CG5033	CG2691	3233132	3225701	7227.FBpp0088519	7227.FBpp0073679	0	0	0	0	0.951	0	0	0.048	0.952
CG9143	nop5	3231810	3228392	7227.FBpp0085616	7227.FBpp0078997	0.055	0	0	0	0.935	0.255	0	0.071	0.952
CG5033	CG5589	3233132	3226341	7227.FBpp0088519	7227.FBpp0074936	0	0	0	0	0.919	0	0	0.417	0.951
CG5589	CG32344	3226341	3225102	7227.FBpp0074936	7227.FBpp0072475	0	0	0.436	0.656	0.929	0.100	0	0.456	0.951
CG32409	CG7728	3227244	3226390	7227.FBpp0076738	7227.FBpp0075034	0	0	0	0	0.945	0.138	0	0.065	0.951
Nop60B	CG8939	3233535	3225845	7227.FBpp0099583	7227.FBpp0073943	0.112	0	0	0	0.917	0.196	0	0.277	0.951
CG12325	CG8939	3232662	3225845	7227.FBpp0087322	7227.FBpp0073943	0	0	0	0	0.944	0	0	0.157	0.951
CG7006	l(1)G0004	3231013	3227373	7227.FBpp0084082	7227.FBpp0076990	0	0	0	0	0.951	0	0	0	0.951
CG12325	Nnp-1	3232662	3228921	7227.FBpp0087322	7227.FBpp0080052	0	0	0	0	0.951	0.050	0	0	0.951
nclb	l(2)09851	3232663	3231685	7227.FBpp0087323	7227.FBpp0085379	0	0	0	0	0.951	0	0	0	0.951
CG12909	CG1542	3232700	3231566	7227.FBpp0087437	7227.FBpp0085119	0	0	0	0	0.937	0	0	0.229	0.950
CG9143	CG7728	3231810	3226390	7227.FBpp0085616	7227.FBpp0075034	0	0	0	0	0.942	0.135	0	0.091	0.950
CG8545	ppan	3232509	3230664	7227.FBpp0087045	7227.FBpp0083415	0	0	0	0	0.928	0.334	0	0	0.950
CG7728	CG11583	3226390	3225400	7227.FBpp0075034	7227.FBpp0073098	0	0	0	0	0.917	0.273	0	0.250	0.950
CG12909	nclb	3232700	3232663	7227.FBpp0087437	7227.FBpp0087323	0	0	0	0	0.929	0	0	0.332	0.950
pit	CG5589	3230741	3226341	7227.FBpp0083572	7227.FBpp0074936	0	0	0.440	0.635	0.916	0.100	0	0.730	0.950
CG2691	CG11583	3225701	3225400	7227.FBpp0073679	7227.FBpp0073098	0	0	0	0	0.944	0.151	0	0	0.950
NHP2	CG12325	3237470	3232662	7227.FBpp0305289	7227.FBpp0087322	0	0	0	0	0.901	0.356	0	0.276	0.950
CG9799	CG32409	3230047	3227244	7227.FBpp0082231	7227.FBpp0076738	0	0	0	0	0.946	0	0	0.125	0.950
NHP2	l(1)G0004	3237470	3227373	7227.FBpp0305289	7227.FBpp0076990	0	0	0	0	0.923	0.339	0	0.092	0.950
CG11180	CG11583	3231781	3225400	7227.FBpp0085566	7227.FBpp0073098	0	0	0	0	0.949	0.061	0	0	0.950
Nop56	Nmd3	3230765	3224020	7227.FBpp0083625	7227.FBpp0070409	0	0	0	0	0.920	0.100	0	0.344	0.949
CG13096	CG32344	3228528	3225102	7227.FBpp0079306	7227.FBpp0072475	0	0	0	0	0.923	0.151	0	0.287	0.949
CG11180	CG7338	3231781	3227894	7227.FBpp0085566	7227.FBpp0077998	0	0	0	0	0.949	0	0	0	0.949
l(1)G0004	CG32409	3227373	3227244	7227.FBpp0076990	7227.FBpp0076738	0	0	0	0	0.948	0.063	0	0	0.949
Nop60B	CG12301	3233535	3226533	7227.FBpp0099583	7227.FBpp0075317	0	0	0	0	0.784	0.634	0	0.409	0.949
Dbp45A	Aatf	3232790	3228359	7227.FBpp0087645	7227.FBpp0078929	0	0	0	0	0.868	0.166	0	0.576	0.949
CG1542	CG32344	3231566	3225102	7227.FBpp0085119	7227.FBpp0072475	0	0	0	0	0.912	0.328	0	0.207	0.949
CG9143	Nop56	3231810	3230765	7227.FBpp0085616	7227.FBpp0083625	0.055	0	0	0	0.923	0.337	0	0.071	0.949
Nop56	ppan	3230765	3230664	7227.FBpp0083625	7227.FBpp0083415	0	0	0	0	0.944	0.100	0	0.078	0.949
CG5728	Aatf	3230983	3228359	7227.FBpp0084016	7227.FBpp0078929	0	0	0	0	0.819	0.322	0	0.617	0.948
CG12909	CG11417	3232700	3223926	7227.FBpp0087437	7227.FBpp0070205	0	0	0	0	0.911	0	0	0.444	0.948
Csl4	Rtc1	3228793	3225685	7227.FBpp0079813	7227.FBpp0073651	0	0	0	0	0.505	0	0.900	0	0.948
RIOK2	Fib	3231069	3224793	7227.FBpp0084191	7227.FBpp0071892	0	0	0	0	0.465	0	0.900	0.121	0.948
CG11583	CG32344	3225400	3225102	7227.FBpp0073098	7227.FBpp0072475	0	0	0	0	0.934	0.194	0	0.098	0.948
CG30349	CG8545	3232826	3232509	7227.FBpp0087731	7227.FBpp0087045	0	0	0	0	0.948	0	0	0	0.948
Csl4	nop5	3228793	3228392	7227.FBpp0079813	7227.FBpp0078997	0	0	0	0	0.480	0	0.900	0.083	0.948
CG1542	CG5589	3231566	3226341	7227.FBpp0085119	7227.FBpp0074936	0	0	0	0	0.909	0	0	0.454	0.948
CG12325	Csl4	3232662	3228793	7227.FBpp0087322	7227.FBpp0079813	0	0	0	0	0.446	0.138	0.900	0	0.948
Dbp45A	CG2691	3232790	3225701	7227.FBpp0087645	7227.FBpp0073679	0	0	0	0	0.880	0.062	0	0.566	0.947
CG13096	CG10576	3228528	3227292	7227.FBpp0079306	7227.FBpp0076827	0	0	0	0	0.728	0.677	0	0.454	0.947
l(2)09851	Surf6	3231685	3230594	7227.FBpp0085379	7227.FBpp0083263	0	0	0	0	0.812	0	0	0.734	0.947
CG30349	Nnp-1	3232826	3228921	7227.FBpp0087731	7227.FBpp0080052	0	0	0	0	0.946	0.050	0	0	0.947
pen	CG1785	3227340	3224439	7227.FBpp0076918	7227.FBpp0071193	0	0	0	0	0.940	0.148	0	0.046	0.947
CG5589	CG8939	3226341	3225845	7227.FBpp0074936	7227.FBpp0073943	0	0	0	0	0.943	0	0	0.102	0.947
nclb	pit	3232663	3230741	7227.FBpp0087323	7227.FBpp0083572	0	0	0	0	0.931	0.153	0	0.168	0.947
RpI1	l(2)09851	3232310	3231685	7227.FBpp0086640	7227.FBpp0085379	0	0	0	0	0.945	0	0	0.047	0.946
RIOK2	Nop56	3231069	3230765	7227.FBpp0084191	7227.FBpp0083625	0	0	0	0	0.485	0	0.900	0.046	0.946
CG12499	CG7728	3230802	3226390	7227.FBpp0083688	7227.FBpp0075034	0	0	0	0	0.905	0	0	0.458	0.946
CG12975	l(1)G0004	3227880	3227373	7227.FBpp0077965	7227.FBpp0076990	0	0	0	0	0.345	0.628	0	0.798	0.946
Aatf	CG2691	3228359	3225701	7227.FBpp0078929	7227.FBpp0073679	0	0	0	0	0.880	0.052	0	0.566	0.946
CG9253	CG4554	3229393	3224719	7227.FBpp0080997	7227.FBpp0071744	0	0	0	0	0.431	0.128	0.900	0.045	0.946
Mys45A	CG32409	3232816	3227244	7227.FBpp0087709	7227.FBpp0076738	0	0	0	0	0.946	0	0	0	0.946
CG12325	Aatf	3232662	3228359	7227.FBpp0087322	7227.FBpp0078929	0	0	0	0	0.892	0.349	0	0.301	0.946
Nnp-1	CG32344	3228921	3225102	7227.FBpp0080052	7227.FBpp0072475	0	0	0	0	0.919	0.329	0	0.097	0.946
CG30349	CG2691	3232826	3225701	7227.FBpp0087731	7227.FBpp0073679	0	0	0	0	0.929	0	0	0.264	0.945
Mys45A	CG12325	3232816	3232662	7227.FBpp0087709	7227.FBpp0087322	0	0	0	0	0.934	0	0	0.194	0.945
CG9143	Nnp-1	3231810	3228921	7227.FBpp0085616	7227.FBpp0080052	0	0	0	0	0.913	0.140	0	0.332	0.945
CG12325	CG12499	3232662	3230802	7227.FBpp0087322	7227.FBpp0083688	0	0	0	0	0.910	0	0	0.413	0.945
Mys45A	CG1542	3232816	3231566	7227.FBpp0087709	7227.FBpp0085119	0	0	0	0	0.905	0	0	0.451	0.945
l(1)G0004	CG1785	3227373	3224439	7227.FBpp0076990	7227.FBpp0071193	0	0	0	0	0.937	0	0	0.164	0.945
CG12050	pit	3234323	3230741	7227.FBpp0113107	7227.FBpp0083572	0	0	0	0	0.914	0.046	0	0.381	0.945
CG1234	CG32409	3229452	3227244	7227.FBpp0081117	7227.FBpp0076738	0	0	0	0	0.926	0.293	0	0	0.945
CG8545	CG13097	3232509	3228527	7227.FBpp0087045	7227.FBpp0079305	0	0	0	0	0.939	0.136	0	0	0.945
NHP2	CG13773	3237470	3228394	7227.FBpp0305289	7227.FBpp0079000	0	0	0	0	0.941	0.111	0	0	0.945
CG12325	CG11583	3232662	3225400	7227.FBpp0087322	7227.FBpp0073098	0	0	0	0	0.941	0.100	0	0	0.945
CG1542	CG13097	3231566	3228527	7227.FBpp0085119	7227.FBpp0079305	0	0	0	0	0.907	0.429	0	0.054	0.945
ppan	CG32344	3230664	3225102	7227.FBpp0083415	7227.FBpp0072475	0	0	0	0	0.919	0.338	0	0.046	0.944
CG12325	CG32409	3232662	3227244	7227.FBpp0087322	7227.FBpp0076738	0	0	0	0	0.943	0	0	0.066	0.944
l(2)09851	CG8939	3231685	3225845	7227.FBpp0085379	7227.FBpp0073943	0	0	0	0	0.943	0	0	0.057	0.944
NHP2	CG9799	3237470	3230047	7227.FBpp0305289	7227.FBpp0082231	0	0	0	0	0.888	0.356	0	0.276	0.943
CG1542	l(1)G0004	3231566	3227373	7227.FBpp0085119	7227.FBpp0076990	0	0	0	0	0.920	0.320	0	0	0.943
Nop60B	l(1)G0004	3233535	3227373	7227.FBpp0099583	7227.FBpp0076990	0	0	0	0	0.792	0.344	0	0.622	0.943
Mys45A	pen	3232816	3227340	7227.FBpp0087709	7227.FBpp0076918	0	0	0	0	0.943	0	0	0.049	0.943
Nop60B	Surf6	3233535	3230594	7227.FBpp0099583	7227.FBpp0083263	0	0	0	0	0.896	0	0	0.482	0.943
CG12499	CG4554	3230802	3224719	7227.FBpp0083688	7227.FBpp0071744	0	0	0	0	0.907	0	0	0.414	0.943
CG7006	Rtc1	3231013	3225685	7227.FBpp0084082	7227.FBpp0073651	0.156	0	0	0	0.934	0	0	0	0.942
CG1542	CG7728	3231566	3226390	7227.FBpp0085119	7227.FBpp0075034	0	0	0	0	0.942	0	0	0.046	0.942
Mys45A	CG32344	3232816	3225102	7227.FBpp0087709	7227.FBpp0072475	0	0	0	0	0.942	0	0	0	0.942
CG9143	CG12499	3231810	3230802	7227.FBpp0085616	7227.FBpp0083688	0	0	0	0	0.883	0.380	0	0.276	0.942
NHP2	Nnp-1	3237470	3228921	7227.FBpp0305289	7227.FBpp0080052	0	0	0	0	0.931	0.198	0	0	0.942
nclb	CG7006	3232663	3231013	7227.FBpp0087323	7227.FBpp0084082	0	0	0	0	0.940	0	0	0.071	0.942
CG12301	CG11417	3226533	3223926	7227.FBpp0075317	7227.FBpp0070205	0	0	0	0	0.909	0	0	0.393	0.942
